# pano poses v1.0: ID; filename; timestamp; pano_pos_x; pano_pos_y; pano_pos_z; pano_ori_w; pano_ori_x; pano_ori_y; pano_ori_z
184; 00184-pano.jpg; 1720147878.444831; -58.540084; 3.155146; 1.270249; 0.975481; -0.008226; -0.002816; 0.219910
185; 00185-pano.jpg; 1720147882.366688; -56.339393; 4.411452; 1.289385; 0.539401; -0.018335; 0.003038; 0.841844
186; 00186-pano.jpg; 1720147886.964164; -58.261396; 7.155468; 1.277410; 0.091691; 0.000134; -0.034799; 0.995179
187; 00187-pano.jpg; 1720147891.367349; -61.220071; 6.062875; 1.270308; -0.211990; 0.013446; -0.005763; 0.977162
188; 00188-pano.jpg; 1720147895.641304; -64.132654; 4.669743; 1.291791; -0.222252; 0.025621; -0.003777; 0.974645
189; 00189-pano.jpg; 1720147902.966138; -70.096877; 1.716875; 1.253895; -0.231979; 0.047655; -0.001343; 0.971552
190; 00190-pano.jpg; 1720147907.954837; -73.364564; 0.308863; 1.236507; -0.287146; 0.041982; 0.004278; 0.956957
191; 00191-pano.jpg; 1720147912.125671; -75.784711; -0.649868; 1.191143; 0.294094; 0.029168; -0.015090; 0.955212
192; 00192-pano.jpg; 1720147926.242205; -76.128022; 2.868166; 1.291070; 0.582199; -0.026407; -0.011108; 0.812542
193; 00193-pano.jpg; 1720147936.614872; -83.314459; 4.594074; 1.152533; 0.528948; -0.009578; -0.019744; 0.848370
194; 00194-pano.jpg; 1720147942.353657; -85.012800; 8.126711; 1.145858; 0.659107; -0.012350; 0.002602; 0.751943
195; 00195-pano.jpg; 1720147948.323434; -82.558796; 11.377525; 1.237961; 0.977916; -0.006956; -0.027500; 0.207066
196; 00196-pano.jpg; 1720147952.025352; -81.803549; 13.424751; 1.271313; 0.544670; 0.009305; -0.034993; 0.837869
197; 00197-pano.jpg; 1720147956.320197; -83.612918; 15.979176; 1.249897; 0.506176; 0.012415; -0.011674; 0.862262
198; 00198-pano.jpg; 1720147961.411106; -85.657085; 19.554670; 1.202960; 0.513307; 0.027722; -0.015654; 0.857614
199; 00199-pano.jpg; 1720147966.504832; -86.109360; 23.432498; 1.145377; 0.968191; -0.020112; -0.020445; 0.248562
200; 00200-pano.jpg; 1720147971.850677; -82.668657; 23.283176; 1.177675; 0.857981; 0.005008; 0.007458; -0.513603
201; 00201-pano.jpg; 1720147977.987448; -81.759295; 18.230051; 1.286710; 0.980546; -0.030631; -0.002592; 0.193869
202; 00202-pano.jpg; 1720147983.364434; -79.518731; 20.592501; 1.252735; 0.970092; 0.010491; -0.032870; 0.240273
203; 00203-pano.jpg; 1720147988.358094; -75.740233; 22.325534; 1.254406; 0.940185; -0.003505; -0.031514; 0.339186
204; 00204-pano.jpg; 1720147993.515917; -72.672067; 25.076417; 1.245504; 0.983088; -0.012969; -0.020597; 0.181509
205; 00205-pano.jpg; 1720147997.809759; -69.999130; 26.606801; 1.230883; 0.963495; -0.001537; -0.041992; 0.264409
206; 00206-pano.jpg; 1720148003.956580; -66.465077; 25.531744; 1.294036; 0.748936; -0.010551; -0.021319; 0.662216
207; 00207-pano.jpg; 1720148010.217341; -68.380666; 30.503338; 1.236987; 0.658348; 0.012769; -0.030337; 0.751994
208; 00208-pano.jpg; 1720148017.281139; -68.823333; 36.252744; 1.135019; 0.949427; 0.008764; -0.013049; 0.313595
209; 00209-pano.jpg; 1720148022.262920; -65.583142; 38.172679; 1.142219; 0.990189; -0.022184; -0.017617; 0.136832
210; 00210-pano.jpg; 1720148027.676753; -61.822121; 39.797442; 1.129001; 0.976146; -0.005168; -0.014800; 0.216551
211; 00211-pano.jpg; 1720148033.502546; -57.664788; 41.987251; 1.085829; 0.978697; 0.010575; -0.032967; 0.202371
212; 00212-pano.jpg; 1720148038.644763; -54.200017; 43.651375; 1.068491; 0.968695; -0.005714; -0.015058; 0.247731
213; 00213-pano.jpg; 1720148043.799211; -50.586636; 43.572385; 1.106990; 0.930018; 0.003605; -0.002554; -0.367487
214; 00214-pano.jpg; 1720148048.672014; -47.577110; 41.303225; 1.283361; 0.988011; -0.017642; -0.005485; 0.153276
215; 00215-pano.jpg; 1720148053.185014; -44.336387; 42.748001; 1.280440; 0.984354; -0.017660; -0.015001; 0.174670
216; 00216-pano.jpg; 1720148059.269699; -41.263718; 41.034688; 1.258836; 0.818411; -0.020274; -0.043740; -0.572608
217; 00217-pano.jpg; 1720148066.096452; -39.137317; 36.707477; 1.267784; 0.837912; -0.016653; -0.001280; -0.545549
218; 00218-pano.jpg; 1720148071.595282; -37.225849; 33.428875; 1.261446; 0.923093; -0.032575; 0.010256; -0.383057
219; 00219-pano.jpg; 1720148076.741121; -35.276828; 29.208566; 1.259141; 0.832500; -0.002967; 0.005766; -0.553986
220; 00220-pano.jpg; 1720148081.651949; -33.442206; 25.019584; 1.263393; 0.869681; -0.007701; -0.013899; -0.493358
221; 00221-pano.jpg; 1720148086.516741; -31.557005; 20.992794; 1.251523; 0.835219; -0.022329; -0.007090; -0.549418
222; 00222-pano.jpg; 1720148090.802626; -29.642671; 18.115869; 1.258175; 0.840240; -0.015725; -0.009436; -0.541905
223; 00223-pano.jpg; 1720148106.152100; -26.680696; 19.500408; 1.173559; 0.957234; 0.020357; -0.065447; 0.281078
224; 00224-pano.jpg; 1720148116.134736; -21.999045; 24.088790; 1.152055; 0.869366; 0.005505; -0.019708; 0.493744
225; 00225-pano.jpg; 1720148121.811587; -24.413316; 25.230704; 1.233006; 0.278540; 0.032612; -0.015227; 0.959750
226; 00226-pano.jpg; 1720148127.209367; -28.178756; 26.601337; 1.249840; 0.525809; 0.013951; -0.024565; 0.850134
227; 00227-pano.jpg; 1720148131.978217; -29.513679; 29.402131; 1.255434; 0.535876; -0.013096; -0.008459; 0.844153
228; 00228-pano.jpg; 1720148136.818046; -30.813639; 32.117634; 1.273940; 0.568218; 0.019548; -0.032629; 0.821999
229; 00229-pano.jpg; 1720148141.124900; -30.308782; 35.206339; 1.273258; 0.866016; 0.002679; -0.019950; 0.499611
230; 00230-pano.jpg; 1720148145.593782; -29.427061; 38.209422; 1.233940; 0.647753; 0.013338; -0.035743; 0.760895
231; 00231-pano.jpg; 1720148149.552610; -30.607515; 40.261635; 0.981905; 0.279531; 0.028517; -0.046243; 0.958598
232; 00232-pano.jpg; 1720148153.726442; -32.870703; 41.847471; 1.109848; 0.017336; 0.051475; -0.006565; 0.998502
233; 00233-pano.jpg; 1720148157.861334; -35.367587; 42.834126; 1.239921; 0.564216; -0.004967; 0.008111; 0.825573
234; 00234-pano.jpg; 1720148162.217188; -33.767152; 45.247366; 1.194405; 0.761357; -0.011674; -0.031639; 0.647455
235; 00235-pano.jpg; 1720148167.434978; -34.093447; 48.602100; 1.186757; 0.474222; -0.008208; -0.012962; 0.880271
236; 00236-pano.jpg; 1720148171.733885; -36.413995; 50.356711; 1.167859; -0.026669; 0.010427; -0.019018; 0.999409
237; 00237-pano.jpg; 1720148176.029752; -38.974695; 51.469680; 1.056598; 0.536694; 0.029070; -0.023002; 0.842962
238; 00238-pano.jpg; 1720148187.499346; -46.105580; 51.831690; 0.998825; -0.146309; -0.002525; -0.014550; 0.989129
239; 00239-pano.jpg; 1720148192.391165; -49.621280; 50.024253; 1.009051; -0.175310; 0.012404; -0.007384; 0.984407
240; 00240-pano.jpg; 1720148197.378986; -53.364546; 48.135371; 1.008788; -0.262730; 0.021779; -0.008732; 0.964584
241; 00241-pano.jpg; 1720148203.183933; -57.922463; 45.954723; 1.006143; -0.201591; 0.017960; -0.012484; 0.979226
242; 00242-pano.jpg; 1720148209.108624; -62.252894; 43.707235; 1.037765; -0.217008; 0.030269; 0.009863; 0.975651
243; 00243-pano.jpg; 1720148214.267471; -65.993827; 41.917334; 1.074429; -0.223015; -0.004933; -0.000942; 0.974802
244; 00244-pano.jpg; 1720148219.538387; -69.641580; 40.157363; 1.071036; -0.229434; 0.003789; 0.000235; 0.973317
245; 00245-pano.jpg; 1720148224.698056; -73.274005; 38.670667; 1.059178; -0.184816; 0.013210; 0.001798; 0.982683
246; 00246-pano.jpg; 1720148230.772886; -77.893016; 36.406769; 1.022578; -0.223242; 0.014120; -0.024707; 0.974348
247; 00247-pano.jpg; 1720148239.410573; -83.664907; 32.536669; 1.016126; -0.237238; 0.033577; 0.006142; 0.970852
248; 00248-pano.jpg; 1720148247.818266; -88.560705; 29.900322; 1.019228; -0.224241; 0.018991; 0.000312; 0.974349
249; 00249-pano.jpg; 1720148252.102372; -91.260020; 28.575715; 0.983238; -0.241431; 0.021575; 0.021911; 0.969931
250; 00250-pano.jpg; 1720148256.965960; -94.965020; 26.948635; 1.011059; -0.254599; 0.020790; 0.001166; 0.966823
251; 00251-pano.jpg; 1720148261.386860; -97.904212; 25.488466; 1.014468; -0.276872; 0.013919; 0.007272; 0.960779
252; 00252-pano.jpg; 1720148266.525627; -101.698521; 23.565393; 1.023949; -0.209781; 0.034665; -0.009831; 0.977084
253; 00253-pano.jpg; 1720148271.717450; -105.342760; 21.809949; 1.058130; -0.209242; 0.029533; -0.008784; 0.977378
254; 00254-pano.jpg; 1720148277.004328; -109.013232; 19.924183; 1.115973; -0.219123; 0.016328; 0.000306; 0.975560
255; 00255-pano.jpg; 1720148282.001158; -112.449098; 17.418942; 1.091671; -0.351668; 0.037894; -0.011236; 0.935290
256; 00256-pano.jpg; 1720148287.400996; -114.919638; 14.008293; 1.042901; -0.248590; 0.015336; -0.020572; 0.968269
257; 00257-pano.jpg; 1720148292.478915; -118.486024; 12.104502; 1.076592; -0.322350; 0.044251; -0.003683; 0.945578
258; 00258-pano.jpg; 1720148307.445296; -121.315775; 10.530466; 1.102886; 0.799547; -0.042305; -0.001496; -0.599110
259; 00259-pano.jpg; 1720148314.473038; -116.346180; 10.460490; 1.026501; 0.831420; -0.026818; -0.011266; -0.554882
260; 00260-pano.jpg; 1720148318.877895; -114.656325; 7.520711; 1.021413; 0.752713; -0.017266; -0.012144; -0.658010
261; 00261-pano.jpg; 1720148324.417698; -112.398258; 3.407169; 1.047456; 0.815064; -0.029431; -0.007997; -0.578568
262; 00262-pano.jpg; 1720148330.388550; -109.817351; -1.288324; 1.016088; 0.869676; -0.023974; -0.019798; -0.492643
263; 00263-pano.jpg; 1720148336.003345; -107.700007; -5.725286; 0.992482; 0.802881; -0.031621; -0.007940; -0.595247
264; 00264-pano.jpg; 1720148341.741113; -105.580381; -9.581802; 1.014525; 0.840026; -0.005626; -0.016969; -0.542252
265; 00265-pano.jpg; 1720148346.952104; -104.002850; -13.184620; 1.029481; 0.520422; -0.012504; -0.003696; -0.853809
266; 00266-pano.jpg; 1720148353.858924; -107.205486; -15.125452; 1.060987; 0.615536; -0.003125; -0.023654; 0.787748
267; 00267-pano.jpg; 1720148358.761702; -105.818649; -16.946751; 1.056561; 0.991306; -0.012831; -0.020489; -0.129336
268; 00268-pano.jpg; 1720148368.681222; -98.229385; -13.262293; 0.929478; 0.969213; -0.008755; -0.023081; 0.244982
269; 00269-pano.jpg; 1720148375.003983; -93.493513; -13.815144; 0.911764; 0.974662; -0.003102; -0.017693; 0.222962
270; 00270-pano.jpg; 1720148379.703853; -90.254217; -12.228935; 0.847006; 0.976065; -0.013055; -0.047945; 0.211726
271; 00271-pano.jpg; 1720148384.813632; -86.754578; -10.589574; 0.912380; 0.974257; -0.025682; -0.005565; 0.223903
272; 00272-pano.jpg; 1720148389.878464; -83.364755; -8.830920; 0.981854; 0.966728; -0.004328; -0.025761; 0.254469
273; 00273-pano.jpg; 1720148395.263326; -80.026572; -7.052051; 1.036497; 0.975930; -0.005002; -0.015075; 0.217505
274; 00274-pano.jpg; 1720148411.083781; -74.087719; -2.583676; 1.146780; 0.484433; 0.009630; -0.007990; 0.874739
275; 00275-pano.jpg; 1720148423.774310; -86.443450; -2.943229; 1.014784; 0.514960; 0.000744; -0.004534; 0.857202
276; 00276-pano.jpg; 1720148429.872192; -89.157977; 1.615923; 1.033945; 0.506056; 0.030603; -0.008643; 0.861914
277; 00277-pano.jpg; 1720148435.812961; -91.550006; 5.458334; 1.017049; 0.546214; 0.019512; -0.024015; 0.837074
278; 00278-pano.jpg; 1720148440.795862; -92.928106; 9.063308; 1.074162; 0.591098; 0.022569; -0.016912; 0.806106
279; 00279-pano.jpg; 1720148446.202626; -94.695748; 13.409898; 1.064843; 0.590060; 0.021653; -0.030875; 0.806478
280; 00280-pano.jpg; 1720148468.701859; -114.415497; 19.514580; 1.114616; 0.256009; -0.005413; -0.001406; 0.966658
281; 00281-pano.jpg; 1720148473.398894; -115.625738; 23.166379; 1.073511; 0.666951; 0.030806; -0.015232; 0.744308
282; 00282-pano.jpg; 1720148478.449521; -116.246348; 27.208505; 1.091314; 0.741728; 0.008605; -0.032727; 0.669846
283; 00283-pano.jpg; 1720148485.655272; -116.631639; 30.856205; 1.124498; -0.153833; 0.026341; -0.013008; 0.987660
284; 00284-pano.jpg; 1720148491.393083; -116.640788; 33.460333; 1.177786; 0.986266; -0.027334; 0.009229; 0.162623
285; 00285-pano.jpg; 1720148496.377919; -112.831982; 33.207771; 1.102070; 0.996877; 0.024858; -0.036944; 0.065225
286; 00286-pano.jpg; 1720148501.964740; -108.304632; 33.164931; 1.022307; 0.972693; -0.000831; -0.028375; 0.230355
287; 00287-pano.jpg; 1720148507.633530; -103.465072; 33.791317; 0.970435; 0.974337; -0.008305; -0.034705; 0.222246
288; 00288-pano.jpg; 1720148513.773321; -98.312880; 34.357008; 0.984690; 0.967400; 0.005251; -0.026579; 0.251800
289; 00289-pano.jpg; 1720148518.762147; -94.737345; 36.433486; 0.997854; 0.968003; 0.000884; -0.018730; 0.250239
290; 00290-pano.jpg; 1720148524.989977; -89.874232; 38.517698; 0.956649; 0.953173; 0.006272; -0.021600; 0.301589
291; 00291-pano.jpg; 1720148530.437785; -85.555176; 40.451756; 0.993822; 0.971129; -0.020501; -0.016988; 0.237066
292; 00292-pano.jpg; 1720148536.005610; -81.896735; 43.186160; 0.998965; 0.980898; -0.012290; -0.002974; 0.194113
293; 00293-pano.jpg; 1720148540.873401; -79.031879; 45.709305; 0.946411; 0.580004; 0.005609; -0.010266; 0.814529
294; 00294-pano.jpg; 1720148546.988247; -80.691231; 50.992736; 1.113683; 0.493809; 0.012221; -0.007002; 0.869456
295; 00295-pano.jpg; 1720148552.554077; -78.052928; 54.358857; 1.061920; 0.956506; -0.010929; -0.016184; 0.291060
296; 00296-pano.jpg; 1720148558.303853; -73.478698; 56.238539; 1.061852; 0.967631; 0.027088; -0.002929; 0.250894
297; 00297-pano.jpg; 1720148564.348810; -69.543124; 58.290915; 1.054995; 0.954871; 0.004812; 0.004160; 0.296954
298; 00298-pano.jpg; 1720148569.339480; -66.030690; 59.710868; 1.011287; 0.979320; -0.000244; -0.041661; 0.197980
299; 00299-pano.jpg; 1720148574.420318; -62.360727; 61.705963; 1.017507; 0.967466; -0.017674; -0.018356; 0.251714
300; 00300-pano.jpg; 1720148579.240175; -58.802970; 63.188140; 1.043649; 0.963637; -0.008114; -0.001689; 0.267086
301; 00301-pano.jpg; 1720148584.244964; -55.489132; 65.055711; 1.014461; 0.976583; -0.014325; -0.029252; 0.212662
302; 00302-pano.jpg; 1720148589.261789; -51.775410; 66.743448; 1.007730; 0.976559; -0.000885; -0.025447; 0.213737
303; 00303-pano.jpg; 1720148595.016780; -48.146879; 68.723890; 1.033307; 0.980432; 0.010157; -0.018144; 0.195758
304; 00304-pano.jpg; 1720148600.871384; -44.240075; 68.242416; 1.047620; 0.906833; -0.020962; -0.043150; -0.418751
305; 00305-pano.jpg; 1720148607.206258; -39.491148; 67.312319; 1.104423; 0.985341; 0.020706; -0.034621; 0.165761
306; 00306-pano.jpg; 1720148612.593048; -35.849639; 63.992698; 1.096140; 0.863699; -0.027416; -0.021815; -0.502789
307; 00307-pano.jpg; 1720148617.589849; -33.900242; 59.915847; 1.080115; 0.858420; -0.032829; -0.021408; -0.511448
308; 00308-pano.jpg; 1720148623.117659; -31.554822; 55.592779; 1.005587; 0.890826; -0.015397; -0.003588; -0.454070
309; 00309-pano.jpg; 1720148628.271489; -30.394862; 51.771592; 0.973738; 0.867871; -0.015545; 0.005045; -0.496521
310; 00310-pano.jpg; 1720148634.370267; -27.710907; 47.722735; 0.970211; 0.847144; -0.018554; -0.027545; -0.530325
311; 00311-pano.jpg; 1720148640.793062; -25.956003; 43.099362; 1.022419; 0.837489; -0.019178; 0.005121; -0.546094
312; 00312-pano.jpg; 1720148645.595920; -23.666838; 40.197991; 1.053473; 0.879838; -0.022094; -0.028511; -0.473903
313; 00313-pano.jpg; 1720148651.577006; -20.490833; 35.780437; 1.016308; 0.867050; -0.029369; -0.015024; -0.497127
314; 00314-pano.jpg; 1720148657.910466; -17.742573; 31.195383; 0.994044; 0.873332; -0.030538; -0.003201; -0.486157
315; 00315-pano.jpg; 1720148664.313365; -16.736616; 26.627165; 1.019044; 0.847162; -0.017590; 0.027527; -0.530330
316; 00316-pano.jpg; 1720148669.592109; -15.123421; 23.317010; 0.977881; 0.834900; -0.024063; -0.003054; -0.549867
317; 00317-pano.jpg; 1720148674.804910; -14.172102; 20.721338; 0.960833; 0.874100; -0.019471; -0.004511; -0.485335
318; 00318-pano.jpg; 1720148688.083452; -12.278875; 16.188088; 0.991757; 0.807874; -0.005535; -0.002956; -0.589321
319; 00319-pano.jpg; 1720148702.597177; -13.312899; 11.987999; 1.033407; 0.988119; -0.011959; -0.013301; -0.152645
320; 00320-pano.jpg; 1720148709.018834; -8.843628; 12.756156; 0.970234; 0.932976; -0.000429; -0.036035; 0.358129
321; 00321-pano.jpg; 1720148720.115374; -10.902893; 23.617545; 0.834898; 0.545754; 0.011321; -0.036410; 0.837077
322; 00322-pano.jpg; 1720148726.288170; -13.313549; 28.936552; 0.811317; 0.490500; 0.019607; -0.025760; 0.870840
323; 00323-pano.jpg; 1720148732.217007; -15.874377; 34.171199; 0.853857; 0.522421; 0.020031; -0.041114; 0.851460
324; 00324-pano.jpg; 1720148739.397738; -18.842744; 40.398731; 0.874189; 0.522028; 0.015704; -0.022626; 0.852483
325; 00325-pano.jpg; 1720148746.607537; -21.921857; 46.358467; 0.894462; 0.530305; -0.010631; -0.024829; 0.847377
326; 00326-pano.jpg; 1720148753.748268; -24.639843; 52.138641; 0.924124; 0.539191; 0.005400; -0.023454; 0.841839
327; 00327-pano.jpg; 1720148760.572022; -27.224554; 57.451239; 0.943288; 0.557409; 0.007272; -0.028708; 0.829710
328; 00328-pano.jpg; 1720148767.611846; -30.453876; 62.885203; 1.009955; 0.531578; 0.020532; -0.015469; 0.846619
329; 00329-pano.jpg; 1720148774.324564; -33.406366; 68.601141; 1.027112; 0.547924; 0.013407; -0.022751; 0.836111
330; 00330-pano.jpg; 1720148781.226347; -36.138345; 74.120944; 1.086220; 0.523044; 0.042027; -0.020641; 0.851019
331; 00331-pano.jpg; 1720148789.503087; -38.588657; 78.856048; 1.152520; 0.512991; 0.015222; 0.000869; 0.858259
332; 00332-pano.jpg; 1720148797.231805; -40.771320; 83.188766; 1.168589; 0.529818; 0.032861; -0.032479; 0.846852
333; 00333-pano.jpg; 1720148804.189566; -43.347995; 88.467804; 1.158775; 0.542715; 0.018300; -0.024428; 0.839362
334; 00334-pano.jpg; 1720148811.035343; -45.859775; 93.671248; 1.180783; 0.553038; 0.031550; -0.026191; 0.832147
335; 00335-pano.jpg; 1720148817.241144; -47.919525; 98.372587; 1.199291; 0.527345; 0.059158; -0.030138; 0.847053
336; 00336-pano.jpg; 1720148823.985892; -51.010346; 103.981580; 1.253902; 0.537529; 0.014970; -0.020922; 0.842853
337; 00337-pano.jpg; 1720148831.108673; -53.999415; 109.929730; 1.235747; 0.511506; 0.013307; -0.007182; 0.859147
338; 00338-pano.jpg; 1720148838.306448; -56.900868; 115.916359; 1.268910; 0.563984; 0.016173; -0.013090; 0.825524
339; 00339-pano.jpg; 1720148845.353177; -59.553433; 121.857238; 1.281161; 0.494380; 0.012088; -0.013443; 0.869058
340; 00340-pano.jpg; 1720148852.921957; -62.709665; 127.997153; 1.144725; 0.364843; 0.024583; -0.049769; 0.929413
341; 00341-pano.jpg; 1720148860.995685; -65.589840; 134.121813; 1.175139; 0.443030; 0.010076; -0.019494; 0.896238
342; 00342-pano.jpg; 1720148867.978524; -68.380133; 139.715499; 1.154668; 0.507764; 0.035574; -0.028318; 0.860295
343; 00343-pano.jpg; 1720148874.885234; -71.191476; 145.508520; 1.218646; 0.472245; 0.007833; -0.006357; 0.881410
344; 00344-pano.jpg; 1720148882.012992; -73.793133; 151.340984; 1.235073; 0.478022; 0.008149; -0.022279; 0.878028
345; 00345-pano.jpg; 1720148888.962747; -76.839046; 156.961971; 1.198510; 0.460051; 0.015268; -0.017916; 0.887580
346; 00346-pano.jpg; 1720148895.759524; -79.911908; 162.890180; 1.070617; 0.425829; 0.010468; -0.003911; 0.904734
347; 00347-pano.jpg; 1720148903.704252; -83.649747; 168.612865; 1.063301; 0.463333; 0.030577; -0.019851; 0.885434
348; 00348-pano.jpg; 1720148934.161216; -83.409459; 162.610014; 1.165335; 0.841553; -0.008058; -0.018030; -0.539813
349; 00349-pano.jpg; 1720148938.957056; -81.824296; 159.218400; 1.171842; 0.854597; -0.009545; -0.028201; -0.518438
350; 00350-pano.jpg; 1720148945.097897; -81.111580; 156.185510; 1.225272; 0.815891; -0.013185; -0.005718; -0.578028
351; 00351-pano.jpg; 1720148951.010682; -78.795184; 152.266325; 1.238853; 0.833119; -0.014117; -0.021158; -0.552508
352; 00352-pano.jpg; 1720148956.389548; -77.160503; 148.654761; 1.284577; 0.874953; 0.002314; -0.023426; -0.483634
353; 00353-pano.jpg; 1720148961.678282; -75.147289; 145.081984; 1.288292; 0.853402; -0.013378; -0.012715; -0.520926
354; 00354-pano.jpg; 1720148966.716172; -73.359134; 141.707562; 1.260946; 0.874831; -0.027279; -0.017566; -0.483341
355; 00355-pano.jpg; 1720148972.072008; -71.547227; 137.261491; 1.250215; 0.857486; -0.031460; -0.017720; -0.513239
356; 00356-pano.jpg; 1720148977.878736; -68.996647; 132.786544; 1.273457; 0.837824; -0.018953; -0.033071; -0.544608
357; 00357-pano.jpg; 1720148984.269552; -66.580272; 127.956480; 1.264486; 0.871468; -0.017277; -0.017948; -0.489820
358; 00358-pano.jpg; 1720148989.820350; -64.644040; 123.495247; 1.348981; 0.856793; -0.012120; -0.021487; -0.515070
359; 00359-pano.jpg; 1720148995.875132; -62.201341; 118.115749; 1.422909; 0.790813; -0.000885; -0.005789; -0.612030
360; 00360-pano.jpg; 1720149002.044023; -59.219453; 111.994622; 1.394185; 0.829251; -0.026194; -0.030117; -0.557449
361; 00361-pano.jpg; 1720149010.118673; -55.430297; 104.014309; 1.384406; 0.854583; -0.006561; 0.003492; -0.519261
362; 00362-pano.jpg; 1720149016.151512; -52.936460; 98.753249; 1.364660; 0.849860; -0.008395; -0.029983; -0.526088
363; 00363-pano.jpg; 1720149022.058236; -50.427723; 93.651298; 1.345506; 0.855631; -0.011387; -0.015837; -0.517218
364; 00364-pano.jpg; 1720149029.065064; -47.193869; 86.935523; 1.313915; 0.826801; -0.016669; -0.034472; -0.561190
365; 00365-pano.jpg; 1720149036.333844; -44.305033; 80.890182; 1.321184; 0.853366; 0.011396; 0.023106; -0.520675
366; 00366-pano.jpg; 1720149043.351579; -40.469768; 73.871260; 1.183647; 0.821488; -0.027948; -0.003066; -0.569533
367; 00367-pano.jpg; 1720149047.743535; -39.039333; 70.288237; 1.115962; 0.877260; -0.015935; -0.012600; -0.479586
